"MAMS",6.15,6.20,6.28,N/A,N/A,6.00,75.40M
"TUSK",18.73,18.70,18.76,N/A,N/A,26.67,702.37M
"MANH",47.26,47.55,47.41,N/A,N/A,50.00,3.28B
"LOAN",5.45,5.45,5.45,N/A,N/A,7.25,44.34M
"MNTX",7.28,7.19,7.25,N/A,N/A,9.50,120.50M
"MTEX",14.95,14.95,14.95,N/A,N/A,20.00,40.51M
"MNKD",1.52,1.42,1.42,N/A,N/A,0.54,153.53M
"MANT",38.97,39.03,39.08,N/A,N/A,38.83,1.51B
"MAPI",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"MARA",0.249,0.254,0.262,N/A,N/A,4.000,4.81M
"MCHX",2.78,2.82,2.82,N/A,N/A,3.67,117.38M
"MARPS",3.79,3.74,3.84,N/A,N/A,N/A,7.58M
"MRNS",1.17,1.17,1.17,N/A,N/A,5.00,26.23M
"MKTX",194.17,195.56,195.42,N/A,N/A,198.80,7.29B
"MRLN",25.35,24.55,24.55,N/A,N/A,29.00,310.89M
"MAR",106.90,106.53,106.69,N/A,N/A,103.65,40.50B
"MBII",1.23,1.20,1.21,N/A,N/A,2.33,30.48M
"MRTN",24.80,24.95,24.85,N/A,N/A,26.50,810.64M
"MMLP",18.85,18.30,18.30,N/A,N/A,21.33,724.82M
"MRVL",17.67,16.94,17.39,N/A,N/A,18.50,8.90B
"MASI",87.44,87.60,87.66,N/A,N/A,97.00,4.47B
"MTCH",19.61,19.44,19.43,N/A,N/A,20.93,5.07B
"MTLS",13.00,13.18,13.02,N/A,N/A,12.56,615.23M
"MPAC",9.70,9.70,9.70,N/A,N/A,N/A,92.46M
"MPACU",10.0608,10.0800,10.1100,N/A,N/A,N/A,N/A
"MPACW",0.40,0.40,0.40,N/A,N/A,N/A,N/A
"MTRX",8.45,8.15,8.05,N/A,N/A,13.00,224.77M
"MAT",22.53,22.18,22.25,N/A,N/A,26.70,7.72B
"MATR",2.70,2.70,2.65,N/A,N/A,5.50,88.25M
"MATW",63.85,63.75,63.50,N/A,N/A,77.67,2.06B
"MXIM",47.70,47.74,47.65,N/A,N/A,47.83,13.48B
"MXPT",6.79,6.72,6.65,N/A,N/A,16.00,45.81M
"MXWL",5.79,5.61,5.61,N/A,N/A,6.88,186.41M
"MZOR",41.00,40.68,40.50,N/A,N/A,37.00,978.88M
"MBFI",41.82,42.08,41.92,N/A,N/A,48.78,3.50B
"MBFIP",26.23,26.18,26.23,N/A,N/A,N/A,2.19B
"MCFT",18.65,18.69,18.74,N/A,N/A,19.71,347.60M
"MGRC",32.91,33.36,33.42,N/A,N/A,43.00,789.21M
"MDCA",8.20,8.25,8.20,N/A,N/A,11.60,466.92M
"MFIN",2.71,2.56,2.59,N/A,N/A,6.50,64.83M
"MFINL",22.28,21.69,21.75,N/A,N/A,N/A,26.74M
"MTBC",1.92,1.91,1.92,N/A,N/A,2.25,19.53M
"MTBCP",25.47,25.27,25.20,N/A,N/A,N/A,259.13M
"MNOV",5.95,6.05,6.10,N/A,N/A,11.00,205.51M
"MDSO",72.70,72.16,72.18,N/A,N/A,75.25,4.09B
"MDGS",2.27,2.24,2.18,N/A,N/A,N/A,4.52M
"MDWD",6.9858,6.9500,6.9970,N/A,N/A,10.3000,153.20M
"MDVX",1.05,1.06,1.09,N/A,N/A,N/A,17.88M
"MDVXW",0.1942,0.1942,N/A,N/A,N/A,N/A,N/A
"MEDP",27.07,26.99,26.85,N/A,N/A,28.88,1.10B
"MEIP",2.12,1.97,1.95,N/A,N/A,4.50,77.96M
"MLCO",21.95,22.00,21.99,N/A,N/A,25.05,10.72B
"MLNX",48.05,47.90,47.95,N/A,N/A,50.50,2.39B
"MELR",17.30,17.00,17.30,N/A,N/A,19.00,40.74M
"MTSL",0.4999,0.4999,N/A,N/A,N/A,N/A,4.35M
"MELI",286.95,292.42,294.49,N/A,N/A,262.59,12.67B
"MBWM",31.39,31.00,31.00,N/A,N/A,35.00,516.84M
"MERC",11.50,11.35,11.40,N/A,N/A,14.42,746.75M
"MRCY",40.35,40.36,40.32,N/A,N/A,44.29,1.94B
"EBSB",16.60,16.55,16.50,N/A,N/A,18.75,845.75M
"VIVO",13.85,13.95,14.00,N/A,N/A,13.83,584.50M
"MRDN",3.16,3.12,3.18,N/A,N/A,6.00,5.37M
"MRDNW",0.41,0.41,N/A,N/A,N/A,N/A,N/A
"MMSI",34.75,34.30,34.25,N/A,N/A,37.80,1.73B
"MACK",3.30,3.40,3.40,N/A,N/A,3.00,437.01M
"MSLI",1.1901,1.2000,1.1800,N/A,N/A,1.2200,139.66M
"MRUS",19.08,19.27,19.24,N/A,N/A,31.23,306.90M
"MLAB",151.89,151.73,153.30,N/A,N/A,151.00,561.99M
"MESO",7.73,7.90,7.82,N/A,N/A,9.95,588.21M
"CASH",87.85,87.90,87.35,N/A,N/A,118.75,821.31M
"MEOH",42.75,42.75,42.50,N/A,N/A,56.46,3.77B
"MGCD",8.04,8.08,8.05,N/A,N/A,10.00,34.93M
"MGEE",64.60,64.95,64.95,N/A,N/A,50.00,2.24B
"MGPI",53.68,52.17,52.32,N/A,N/A,65.67,896.94M
"MBOT",3.07,3.08,3.11,N/A,N/A,198.00,83.66M
"MCHP",81.70,81.77,81.49,N/A,N/A,91.63,18.19B
"MU",29.76,29.43,29.27,N/A,N/A,38.56,32.92B
"MICT",1.085,1.140,1.180,N/A,N/A,6.000,7.04M
"MICTW",0.14,0.11,0.12,N/A,N/A,N/A,N/A
"MSCC",49.12,49.86,49.66,N/A,N/A,63.50,5.67B
"MSFT",69.96,69.62,69.80,N/A,N/A,74.13,540.13B
"MSTR",180.77,181.50,180.63,N/A,N/A,216.25,2.07B
"MVIS",2.10,2.08,2.07,N/A,N/A,3.67,143.06M
"MPB",26.80,26.65,26.80,N/A,N/A,N/A,113.47M
"MTP",2.8976,2.6800,2.6300,N/A,N/A,N/A,70.55M
"MCEP",2.05,2.01,2.00,N/A,N/A,2.00,61.39M
